"X","DISTRICT_NUMBER","DISTRICT","CAMPUS_NUMBER","CAMPUS","REGION","COUNTY","SCHOOL_TYPE","GRADES_SERVED","CHARTER","URBANICITY","NUMBER_OF_STUDENTS","OVERALL_RATING","OVERALL_SCORE","X._ECONOMICALLY_DISADVANTAGED","X._EB.EL_STUDENTS","FREE_LUNCH_QUALIFIED_COUNT","REDUCED.PRICE_LUNCH_QUALIFIED_COUNT","RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE","RACE_ASIAN","RACE_BLACK_OR_AFRICAN_AMERICAN","RACE_HISPANIC.LATINO","RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER","RACE_TWO_OR_MORE_RACES","RACE_WHITE","TEACHERS_COUNT","LAT","LONG","MEDIAN_HOUSEHOLD_INCOME_AREA","ST_SCHID"
10601,220905,"FORT WORTH ISD",220905165,"RICHARD J WILSON EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",565,"F","48",0.95,0.55,508,30,0,4,8,1074,0,4,42,28.27,32.69122,-97.33402,NA,"TX-220905-220905165"
10602,220905,"FORT WORTH ISD",220905166,"SOUTH HI MOUNT EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",506,"C","78",0.753,0.346,363,18,2,26,114,684,0,30,156,35,32.73504,-97.37844,NA,"TX-220905-220905166"
10603,220905,"FORT WORTH ISD",220905167,"SOUTH HILLS EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",686,"C","75",0.902,0.439,590,32,0,6,44,1218,0,30,82,40.95,32.67724,-97.35975,NA,"TX-220905-220905167"
10604,220905,"FORT WORTH ISD",220905168,"SPRINGDALE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",407,"F","59",0.934,0.602,367,13,0,14,10,760,0,6,24,28.82,32.79163,-97.30081,NA,"TX-220905-220905168"
10605,220905,"FORT WORTH ISD",220905169,"SUNRISE - MCMILLAN EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","",325,"D","63",0.982,0.415,311,8,2,8,262,350,0,8,20,23.72,NA,NA,NA,"TX-220905-220905169"
10606,220905,"FORT WORTH ISD",220905171,"TANGLEWOOD EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",506,"A","92",0.17,0.079,81,5,0,64,114,112,0,38,688,30.5,32.70561,-97.38668,NA,"TX-220905-220905171"
10607,220905,"FORT WORTH ISD",220905172,"W J TURNER EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",369,"C","76",0.957,0.477,345,10,0,0,4,704,0,6,28,26.96,32.80119,-97.38231,NA,"TX-220905-220905172"
10608,220905,"FORT WORTH ISD",220905175,"WASHINGTON HEIGHTS EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",279,"C","74",0.935,0.599,254,7,2,0,10,536,0,2,8,19.74,32.8031,-97.35379,NA,"TX-220905-220905175"
10609,220905,"FORT WORTH ISD",220905176,"WAVERLY PARK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",682,"D","60",0.786,0.217,519,17,2,14,300,638,2,60,352,49.94,32.71915,-97.46538,NA,"TX-220905-220905176"
10610,220905,"FORT WORTH ISD",220905177,"WESTCLIFF EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",559,"C","74",0.791,0.388,424,18,2,58,30,834,0,22,174,33.43,32.68664,-97.37269,NA,"TX-220905-220905177"
10611,220905,"FORT WORTH ISD",220905178,"WESTCREEK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",536,"F","56",0.92,0.412,479,14,2,40,316,624,0,36,54,31.98,32.66284,-97.36386,NA,"TX-220905-220905178"
10612,220905,"FORT WORTH ISD",220905180,"WESTERN HILLS EL","REGION 11: FORT WORTH","TARRANT","Elementary","02 - 05","No","Urban",548,"F","58",0.971,0.31,523,9,10,14,514,438,0,60,60,32.01,31.84219,-106.52233,NA,"TX-220905-220905180"
10615,220905,"FORT WORTH ISD",220905184,"WORTH HEIGHTS EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",480,"A","90",0.942,0.494,426,27,0,8,6,914,0,4,30,35,32.69532,-97.3226,NA,"TX-220905-220905184"
10616,220905,"FORT WORTH ISD",220905186,"DAVID K SELLARS EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",398,"C","75",0.917,0.548,342,23,0,0,192,566,0,4,34,24.33,32.66568,-97.26266,NA,"TX-220905-220905186"
10617,220905,"FORT WORTH ISD",220905187,"J T STEVENS EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",437,"F","48",0.719,0.087,301,14,0,8,280,342,2,42,214,31.58,32.65484,-97.39303,NA,"TX-220905-220905187"
10618,220905,"FORT WORTH ISD",220905188,"ATWOOD MCDONALD EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",390,"D","62",0.938,0.09,357,9,0,28,562,124,0,44,22,25.4,32.75148,-97.20896,NA,"TX-220905-220905188"
10619,220905,"FORT WORTH ISD",220905190,"RIVERSIDE APPLIED LRN CTR","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 05","No","Urban",215,"B","80",0.73,0.186,153,4,0,4,68,308,6,2,42,16,32.80404,-97.29668,NA,"TX-220905-220905190"
10620,220905,"FORT WORTH ISD",220905194,"DAGGETT MONTESSORI","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 08","No","Urban",529,"C","74",0.495,0.113,229,33,0,8,74,588,0,36,352,37.86,32.71738,-97.33232,NA,"TX-220905-220905194"
10621,220905,"FORT WORTH ISD",220905206,"BILL J ELLIOTT EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",395,"F","51",0.924,0.071,357,10,0,28,572,136,0,24,36,25,32.74398,-97.18229,NA,"TX-220905-220905206"
10622,220905,"FORT WORTH ISD",220905207,"WESTPARK EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 05","No","Suburban",703,"B","85",0.378,0.064,240,26,10,12,86,422,0,70,822,45,32.66582,-97.48669,NA,"TX-220905-220905207"
10623,220905,"FORT WORTH ISD",220905208,"T A SIMS EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",571,"F","59",0.975,0.595,533,27,0,2,114,1008,0,6,18,31,32.71821,-97.27465,NA,"TX-220905-220905208"
10624,220905,"FORT WORTH ISD",220905209,"EDWARD BRISCOE EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",273,"F","57",0.967,0.267,262,2,0,6,390,128,0,10,12,22.3,32.7122,-97.30679,NA,"TX-220905-220905209"
10625,220905,"FORT WORTH ISD",220905210,"CHILDREN'S MEDICAL CTR","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","KG - 12","No","Urban",44,"Not Rated",".",0.341,0.068,NA,NA,0,0,14,26,0,4,44,27.91,32.75967,-97.36019,NA,"TX-220905-220905210"
10626,220905,"FORT WORTH ISD",220905211,"WOMEN'S HAVEN","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","01 - 09","No","Urban",10,"Not Rated",".",1,0,NA,NA,4,0,6,10,0,0,0,2,32.7592,-97.3609,NA,"TX-220905-220905211"
10627,220905,"FORT WORTH ISD",220905212,"BRIDGE ASSOC","REGION 11: FORT WORTH","TARRANT","High School","07 - 12","No","Urban",8,"Not Rated",".",0.375,0,NA,NA,0,0,12,0,0,0,4,1,32.74124,-97.32582,NA,"TX-220905-220905212"
10628,220905,"FORT WORTH ISD",220905216,"WOODWAY EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",494,"C","74",0.911,0.348,428,22,0,6,332,568,0,16,66,28.43,32.6469,-97.37699,NA,"TX-220905-220905216"
10630,220905,"FORT WORTH ISD",220905219,"LOWERY ROAD","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",480,"D","68",0.875,0.29,407,15,2,64,444,374,0,16,72,36,32.77204,-97.19082,NA,"TX-220905-220905219"
10631,220905,"FORT WORTH ISD",220905220,"ALICE D CONTRERAS","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",493,"C","78",0.927,0.538,436,22,2,10,16,936,0,0,24,35.01,32.68787,-97.3563,NA,"TX-220905-220905220"
10632,220905,"FORT WORTH ISD",220905221,"WESTERN HILLS PRI","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 01","No","",421,"F","58",0.95,0.309,393,8,2,12,386,348,2,32,62,19.6,NA,NA,NA,"TX-220905-220905221"
10633,220905,"FORT WORTH ISD",220905222,"CLIFFORD DAVIS EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","",757,"F","54",0.982,0.606,723,20,0,316,662,266,4,48,218,42.48,NA,NA,NA,"TX-220905-220905222"
10634,220905,"FORT WORTH ISD",220905223,"CESAR CHAVEZ PRI","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","",456,"D","65",0.914,0.636,394,23,0,8,62,818,0,0,24,32.01,NA,NA,NA,"TX-220905-220905223"
10635,220905,"FORT WORTH ISD",220905225,"BONNIE BRAE","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",359,"F","55",0.858,0.518,295,14,0,10,14,638,0,8,52,25.17,32.79775,-97.29681,NA,"TX-220905-220905225"
10636,220905,"FORT WORTH ISD",220905226,"SEMINARY HILLS PARK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","",405,"D","66",0.958,0.585,376,15,2,66,150,542,0,2,54,32,NA,NA,NA,"TX-220905-220905226"
10637,220905,"FORT WORTH ISD",220905227,"DOLORES HUERTA EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","",491,"D","68",0.927,0.599,433,24,2,0,6,954,0,12,12,34.98,NA,NA,NA,"TX-220905-220905227"
10638,220905,"FORT WORTH ISD",220905228,"PK SATELLITE CENTERS","REGION 11: FORT WORTH","TARRANT","Elementary","PK - PK","No","",224,"D","65",1,0.174,NA,NA,0,6,236,180,0,6,20,7.84,NA,NA,NA,"TX-220905-220905228"
10639,220905,"FORT WORTH ISD",220905229,"OVERTON PARK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","",539,"A","95",0.078,0.006,40,2,2,32,22,138,2,46,842,33.5,NA,NA,NA,"TX-220905-220905229"
10640,220905,"FORT WORTH ISD",220905242,"TARRANT YOUTH RECOVERY","REGION 11: FORT WORTH","TARRANT","High School","08 - 11","No","Urban",9,"Not Rated",".",0.333,0.111,NA,NA,0,0,2,10,0,0,6,1,32.72713,-97.33054,NA,"TX-220905-220905242"
10641,220905,"FORT WORTH ISD",220905251,"ASSESSMENT CTR","REGION 11: FORT WORTH","TARRANT","Elementary","03 - 06","No","Urban",8,"Not Rated",".",0,0,NA,NA,0,0,0,16,0,0,0,2,32.72438,-97.28614,NA,"TX-220905-220905251"
10642,220905,"FORT WORTH ISD",220905252,"INSIGHTS LEARNING CENTER","REGION 11: FORT WORTH","TARRANT","Elementary","03 - 05","No","Urban",7,"Not Rated",".",1,0,0,0,0,0,10,0,0,2,2,4.34,32.7592,-97.3609,NA,"TX-220905-220905252"
10643,220906,"GRAPEVINE-COLLEYVILLE ISD",220906001,"GRAPEVINE H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Suburban",1715,"C","79",0.227,0.079,NA,NA,4,252,158,836,4,162,2020,134.06,32.91861,-97.11826,NA,"TX-220906-220906001"
10644,220906,"GRAPEVINE-COLLEYVILLE ISD",220906004,"COLLEYVILLE HERITAGE H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Suburban",1891,"B","84",0.196,0.059,NA,NA,20,588,322,772,16,256,1810,133.06,32.88658,-97.10614,NA,"TX-220906-220906004"
10645,220906,"GRAPEVINE-COLLEYVILLE ISD",220906006,"THE BRIDGES ACAD ALTER","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Suburban",65,"B","85",0.308,0.138,NA,NA,0,2,18,50,0,4,58,9.12,32.94086,-97.07056,NA,"TX-220906-220906006"
10646,220906,"GRAPEVINE-COLLEYVILLE ISD",220906007,"IUNIVERSITY PREP","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","05 - 12","No","",1252,"B","87",0.073,0.01,NA,NA,8,288,144,394,2,200,1468,38.92,NA,NA,NA,"TX-220906-220906007"
10647,220906,"GRAPEVINE-COLLEYVILLE ISD",220906008,"GRAPEVINE-COLLEYVILLE COLLEGIATE ACADEMY AT TCC NE","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",370,"A","96",0.451,0.143,138,29,6,50,46,352,0,28,258,14.27,NA,NA,NA,"TX-220906-220906008"
10648,220906,"GRAPEVINE-COLLEYVILLE ISD",220906038,"TARRANT CO J J A E P","REGION 11: FORT WORTH","TARRANT","High School","08 - 11","No","Urban",3,"Not Rated",".",0.667,0.333,NA,NA,0,0,0,2,0,0,4,NA,32.75919,-97.34495,NA,"TX-220906-220906038"
10661,220906,"GRAPEVINE-COLLEYVILLE ISD",220906041,"GRAPEVINE MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Suburban",652,"B","80",0.452,0.218,242,53,6,48,116,534,2,64,534,54.93,32.9411,-97.08638,NA,"TX-220906-220906041"
10662,220906,"GRAPEVINE-COLLEYVILLE ISD",220906042,"COLLEYVILLE MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Suburban",624,"A","92",0.088,0.03,47,8,8,110,56,148,4,76,846,44.14,32.89327,-97.14905,NA,"TX-220906-220906042"
10663,220906,"GRAPEVINE-COLLEYVILLE ISD",220906043,"HERITAGE MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Suburban",730,"A","93",0.234,0.086,136,35,12,276,180,242,4,104,642,53.76,32.88622,-97.10315,NA,"TX-220906-220906043"
10664,220906,"GRAPEVINE-COLLEYVILLE ISD",220906044,"CROSS TIMBERS MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Suburban",806,"B","87",0.329,0.192,233,32,4,130,100,588,4,70,718,58.02,32.91372,-97.12504,NA,"TX-220906-220906044"
10665,220906,"GRAPEVINE-COLLEYVILLE ISD",220906101,"CANNON EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 05","No","Suburban",541,"B","84",0.303,0.107,139,25,4,48,56,318,4,64,596,41.72,32.93564,-97.09012,NA,"TX-220906-220906101"
10666,220906,"GRAPEVINE-COLLEYVILLE ISD",220906102,"COLLEYVILLE EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Suburban",486,"A","94",0.064,0.037,28,3,2,78,32,96,4,54,712,33.79,32.89311,-97.14759,NA,"TX-220906-220906102"
10667,220906,"GRAPEVINE-COLLEYVILLE ISD",220906103,"DOVE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",453,"C","75",0.499,0.104,193,35,2,40,128,250,8,72,412,39.95,32.9548,-97.09739,NA,"TX-220906-220906103"
10668,220906,"GRAPEVINE-COLLEYVILLE ISD",220906104,"TIMBERLINE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",587,"C","70",0.765,0.535,393,58,0,12,126,834,4,28,180,50.21,32.91194,-97.11744,NA,"TX-220906-220906104"
10669,220906,"GRAPEVINE-COLLEYVILLE ISD",220906105,"TAYLOR EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",508,"A","93",0.077,0.041,34,5,0,134,42,118,0,42,688,36.15,32.46283,-99.70782,NA,"TX-220906-220906105"
10672,220906,"GRAPEVINE-COLLEYVILLE ISD",220906106,"BEAR CREEK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",588,"B","84",0.451,0.15,235,30,2,152,260,276,10,64,414,46.19,32.87185,-97.08803,NA,"TX-220906-220906106"
10674,220906,"GRAPEVINE-COLLEYVILLE ISD",220906107,"HERITAGE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",523,"A","93",0.12,0.069,54,10,2,218,52,132,2,34,610,33.98,32.88912,-97.10615,NA,"TX-220906-220906107"
10676,220906,"GRAPEVINE-COLLEYVILLE ISD",220906108,"BRANSFORD EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",466,"A","93",0.114,0.026,39,15,4,72,34,106,2,50,670,33.26,32.88079,-97.16063,NA,"TX-220906-220906108"
10677,220906,"GRAPEVINE-COLLEYVILLE ISD",220906109,"GRAPEVINE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",514,"A","91",0.16,0.084,69,13,4,136,86,162,2,54,588,35.31,32.88935,-97.09149,NA,"TX-220906-220906109"
10678,220906,"GRAPEVINE-COLLEYVILLE ISD",220906110,"SILVER LAKE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",462,"C","76",0.571,0.424,233,31,0,16,66,532,6,18,286,41.09,32.95236,-97.07366,NA,"TX-220906-220906110"
10679,220906,"GRAPEVINE-COLLEYVILLE ISD",220906111,"GLENHOPE EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 05","No","Suburban",497,"A","95",0.101,0.03,43,7,6,178,56,96,0,80,590,37.34,32.90537,-97.12761,NA,"TX-220906-220906111"
10680,220907,"KELLER ISD",220907001,"KELLER H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Suburban",3087,"B","89",0.078,0.023,193,48,24,458,246,920,2,306,4222,186.41,32.93677,-97.23372,NA,"TX-220907-220907001"
10681,220907,"KELLER ISD",220907002,"FOSSIL RIDGE H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Rural",2326,"B","80",0.507,0.15,976,206,10,570,856,1620,8,316,1278,158.13,32.89068,-97.29521,NA,"TX-220907-220907002"
10682,220907,"KELLER ISD",220907004,"CENTRAL H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Rural",2550,"B","87",0.323,0.065,659,165,18,398,652,1228,6,340,2460,167.8,31.4307,-94.81767,NA,"TX-220907-220907004"
10684,220907,"KELLER ISD",220907005,"TIMBER CREEK H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",3139,"B","82",0.258,0.07,678,132,38,406,774,1524,18,370,3150,201.78,NA,NA,NA,"TX-220907-220907005"
10685,220907,"KELLER ISD",220907007,"KELLER COLLEGIATE ACADEMY","REGION 11: FORT WORTH","TARRANT","High School","08 - 10","No","",211,"A","94",0.341,0.081,62,10,0,100,50,100,0,26,146,18.88,NA,NA,NA,"TX-220907-220907007"
10686,220907,"KELLER ISD",220907039,"KELLER COMPASS CENTER","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",68,"D","69",0.588,0.074,37,4,0,0,32,34,2,10,68,19.68,NA,NA,NA,"TX-220907-220907039"
10687,220907,"KELLER ISD",220907041,"KELLER MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","07 - 08","No","Suburban",921,"A","93",0.098,0.039,74,16,8,206,62,220,0,120,1226,67.66,32.93803,-97.24939,NA,"TX-220907-220907041"
10688,220907,"KELLER ISD",220907042,"FOSSIL HILL MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",838,"C","78",0.612,0.204,439,74,2,114,276,642,12,134,496,84.39,32.87694,-97.30176,NA,"TX-220907-220907042"
10689,220907,"KELLER ISD",220907043,"HILLWOOD MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","07 - 08","No","",1228,"B","89",0.399,0.11,411,79,8,182,350,602,10,118,1186,89.45,NA,NA,NA,"TX-220907-220907043"
10690,220907,"KELLER ISD",220907044,"INDIAN SPRINGS MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","05 - 08","No","",901,"A","93",0.147,0.042,111,21,4,156,74,272,0,92,1204,67.09,NA,NA,NA,"TX-220907-220907044"
10691,220907,"KELLER ISD",220907045,"TRINITY SPRINGS MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","07 - 08","No","",915,"B","89",0.321,0.115,246,48,8,102,190,482,4,120,924,69.35,NA,NA,NA,"TX-220907-220907045"
10692,220907,"KELLER ISD",220907046,"TIMBERVIEW MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","05 - 08","No","",1069,"A","91",0.246,0.073,220,43,6,166,252,450,0,134,1130,78.09,NA,NA,NA,"TX-220907-220907046"
10693,220907,"KELLER ISD",220907047,"VISTA RIDGE MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","",822,"C","75",0.512,0.163,366,55,6,222,378,508,10,86,434,65.66,NA,NA,NA,"TX-220907-220907047"
10694,220907,"KELLER ISD",220907101,"KELLER-HARVEL EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 04","No","",482,"B","87",0.276,0.098,113,21,4,126,64,176,0,58,540,33.1,NA,NA,NA,"TX-220907-220907101"
10695,220907,"KELLER ISD",220907102,"FLORENCE EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","Rural",486,"A","92",0.107,0.016,47,5,4,46,20,122,0,54,732,34.83,30.84559,-97.79389,NA,"TX-220907-220907102"
10697,220907,"KELLER ISD",220907103,"PARKVIEW EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",668,"B","81",0.638,0.262,378,48,2,290,224,344,0,112,364,55.07,32.86558,-97.29606,NA,"TX-220907-220907103"
10698,220907,"KELLER ISD",220907104,"BEAR CREEK INT","REGION 11: FORT WORTH","TARRANT","Middle School","05 - 06","No","Suburban",898,"A","93",0.097,0.032,71,16,4,168,64,246,4,84,1226,56.14,32.92681,-97.2416,NA,"TX-220907-220907104"
10699,220907,"KELLER ISD",220907105,"WHITLEY ROAD EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","Suburban",402,"C","74",0.565,0.199,197,30,6,16,42,298,12,48,382,35.46,32.88104,-97.25451,NA,"TX-220907-220907105"
10700,220907,"KELLER ISD",220907106,"HERITAGE EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 05","No","Suburban",574,"C","72",0.544,0.145,263,49,2,108,284,316,6,92,340,42.91,32.88912,-97.10615,NA,"TX-220907-220907106"
10702,220907,"KELLER ISD",220907108,"SHADY GROVE EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","Rural",420,"B","88",0.095,0.05,35,5,0,86,22,130,0,40,566,32.79,30.77636,-98.20927,NA,"TX-220907-220907108"
10705,220907,"KELLER ISD",220907109,"PARK GLEN EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 04","No","Urban",542,"A","91",0.288,0.087,133,23,4,84,86,224,0,84,602,36.03,32.88023,-97.27591,NA,"TX-220907-220907109"
10706,220907,"KELLER ISD",220907110,"WILLIS LANE EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","Suburban",509,"A","93",0.153,0.081,65,13,0,68,26,184,0,66,674,35.79,32.90649,-97.24668,NA,"TX-220907-220907110"
10707,220907,"KELLER ISD",220907111,"NORTH RIVERSIDE EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","",488,"D","66",0.695,0.305,295,44,6,50,110,478,0,66,266,38.81,NA,NA,NA,"TX-220907-220907111"
10708,220907,"KELLER ISD",220907112,"HIDDEN LAKES EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 04","No","",423,"A","92",0.09,0.052,32,6,4,56,30,116,2,76,566,35.62,NA,NA,NA,"TX-220907-220907112"
10709,220907,"KELLER ISD",220907113,"LONE STAR EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","Rural",634,"B","88",0.276,0.132,148,29,10,156,140,268,2,50,710,44.13,32.9407,-94.7102,NA,"TX-220907-220907113"
10711,220907,"KELLER ISD",220907114,"PARKWOOD HILL INT","REGION 11: FORT WORTH","TARRANT","Middle School","05 - 06","No","",1174,"B","87",0.363,0.145,372,54,8,200,260,604,4,130,1142,75.07,NA,NA,NA,"TX-220907-220907114"
10712,220907,"KELLER ISD",220907116,"BLUEBONNET EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 05","No","Rural",572,"C","71",0.467,0.122,240,27,6,82,130,328,4,90,504,42.9,34.83896,-102.40247,NA,"TX-220907-220907116"
10714,220907,"KELLER ISD",220907117,"FREEDOM EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","Rural",600,"C","77",0.382,0.193,205,24,0,88,132,362,2,76,540,45.83,29.8226,-95.1791,NA,"TX-220907-220907117"
10715,220907,"KELLER ISD",220907118,"BETTE PEROT EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","",575,"A","92",0.226,0.09,113,17,0,84,124,238,0,68,638,39.42,NA,NA,NA,"TX-220907-220907118"
10716,220907,"KELLER ISD",220907119,"WOODLAND SPRINGS EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","",517,"B","85",0.29,0.072,131,19,2,68,120,204,2,78,564,38.71,NA,NA,NA,"TX-220907-220907119"
10717,220907,"KELLER ISD",220907120,"LIBERTY EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 04","No","Suburban",473,"B","89",0.072,0.04,34,0,2,128,10,110,0,52,646,31.9,32.93487,-97.52357,NA,"TX-220907-220907120"
10720,220907,"KELLER ISD",220907121,"INDEPENDENCE EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","",510,"C","77",0.294,0.094,117,33,0,82,72,200,2,68,596,35.81,NA,NA,NA,"TX-220907-220907121"
10721,220907,"KELLER ISD",220907122,"FRIENDSHIP EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 04","No","",533,"D","67",0.583,0.165,274,37,0,88,272,226,0,90,390,40.62,NA,NA,NA,"TX-220907-220907122"
10722,220907,"KELLER ISD",220907123,"TRINITY MEADOWS INT","REGION 11: FORT WORTH","TARRANT","Middle School","05 - 06","No","",924,"B","88",0.365,0.148,284,53,8,128,196,490,0,128,898,61.07,NA,NA,NA,"TX-220907-220907123"
10723,220907,"KELLER ISD",220907124,"EAGLE RIDGE EL","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 04","No","",607,"B","87",0.3,0.082,150,33,2,74,130,308,0,82,622,42.3,NA,NA,NA,"TX-220907-220907124"
10724,220907,"KELLER ISD",220907125,"CAPROCK EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 04","No","",585,"B","81",0.538,0.323,271,44,2,66,132,526,0,42,402,44.21,NA,NA,NA,"TX-220907-220907125"
10725,220907,"KELLER ISD",220907126,"BASSWOOD EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","",513,"C","78",0.606,0.322,268,43,4,66,194,470,0,68,224,40.84,NA,NA,NA,"TX-220907-220907126"
