,Unnamed: 0,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID,AVG_TEACHER_SALARY
4669,4669,79907,FORT BEND ISD,79907110.0,MEADOWS EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Suburban,443,A,90,0.571,0.291,223.0,30.0,4.0,160.0,106.0,376.0,0.0,30.0,210.0,30.32,29.65133,-95.59211,,TX-079907-079907110,65212.0
4670,4670,79907,FORT BEND ISD,79907110.0,MEADOWS EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Urban,443,A,90,0.571,0.291,223.0,30.0,4.0,160.0,106.0,376.0,0.0,30.0,210.0,30.32,33.02332,-96.67663,85469.0,TX-079907-079907110,65212.0
4671,4671,79907,FORT BEND ISD,79907111.0,QUAIL VALLEY EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,560,C,75,0.643,0.096,323.0,38.0,2.0,98.0,432.0,338.0,2.0,62.0,194.0,45.15,29.58394,-95.56118,,TX-079907-079907111,65212.0
4672,4672,79907,FORT BEND ISD,79907112.0,DULLES EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Urban,644,D,64,0.672,0.216,402.0,31.0,16.0,282.0,488.0,340.0,0.0,82.0,82.0,39.34,29.62049,-95.5838,135507.0,TX-079907-079907112,65212.0
4673,4673,79907,FORT BEND ISD,79907113.0,BRIARGATE EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,344,D,66,0.922,0.105,302.0,15.0,2.0,2.0,476.0,182.0,0.0,22.0,6.0,27.9,29.59801,-95.48992,57736.0,TX-079907-079907113,65212.0
4674,4674,79907,FORT BEND ISD,79907114.0,TOWNEWEST EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,543,D,68,0.88,0.556,445.0,33.0,2.0,106.0,112.0,780.0,0.0,18.0,68.0,41.78,29.67154,-95.62937,,TX-079907-079907114,65212.0
4675,4675,79907,FORT BEND ISD,79907115.0,LANTERN LANE EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,471,F,59,0.769,0.115,333.0,30.0,4.0,60.0,490.0,276.0,0.0,44.0,70.0,33.04,29.56855,-95.5277,85000.0,TX-079907-079907115,65212.0
4676,4676,79907,FORT BEND ISD,79907116.0,RIDGEGATE EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,448,B,84,0.982,0.567,427.0,13.0,0.0,0.0,248.0,638.0,0.0,8.0,4.0,37.74,29.59643,-95.47586,,TX-079907-079907116,65212.0
4677,4677,79907,FORT BEND ISD,79907117.0,COLONY BEND EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,580,B,87,0.405,0.376,221.0,14.0,10.0,440.0,130.0,206.0,2.0,94.0,278.0,37.34,29.58201,-95.60927,100909.0,TX-079907-079907117,65212.0
4678,4678,79907,FORT BEND ISD,79907118.0,MISSION BEND EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Suburban,315,D,66,0.876,0.337,252.0,24.0,0.0,46.0,150.0,380.0,0.0,22.0,32.0,23.52,29.68831,-95.67394,72882.0,TX-079907-079907118,65212.0
4679,4679,79907,FORT BEND ISD,79907119.0,SUGAR MILL EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,639,C,78,0.563,0.235,316.0,44.0,8.0,226.0,102.0,472.0,0.0,104.0,368.0,41.85,29.63532,-95.62454,98295.0,TX-079907-079907119,65212.0
4680,4680,79907,FORT BEND ISD,79907120.0,SETTLERS WAY EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,813,A,91,0.319,0.305,226.0,33.0,10.0,728.0,194.0,276.0,0.0,88.0,334.0,56.71,29.57876,-95.59605,,TX-079907-079907120,65212.0
4681,4681,79907,FORT BEND ISD,79907121.0,PALMER EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Suburban,742,C,79,0.536,0.178,337.0,62.0,8.0,286.0,728.0,274.0,2.0,72.0,118.0,46.06,29.55958,-95.54614,,TX-079907-079907121,65212.0
4682,4682,79907,FORT BEND ISD,79907121.0,PALMER EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,742,C,79,0.536,0.178,337.0,62.0,8.0,286.0,728.0,274.0,2.0,72.0,118.0,46.06,32.42645,-96.67473,,TX-079907-079907121,65212.0
4683,4683,79907,FORT BEND ISD,79907122.0,HUNTERS GLEN EL,REGION 04: HOUSTON,FORT BEND,Elementary,02 - 05,No,Suburban,238,D,69,0.874,0.046,190.0,18.0,2.0,2.0,376.0,78.0,0.0,8.0,14.0,23.53,29.60189,-95.51318,,TX-079907-079907122,65212.0
4684,4684,79907,FORT BEND ISD,79907123.0,HIGHLANDS EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,584,B,88,0.43,0.253,216.0,35.0,2.0,324.0,150.0,302.0,2.0,78.0,318.0,41.39,29.59882,-95.60216,,TX-079907-079907123,65212.0
4685,4685,79907,FORT BEND ISD,79907123.0,HIGHLANDS EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,584,B,88,0.43,0.253,216.0,35.0,2.0,324.0,150.0,302.0,2.0,78.0,318.0,41.39,29.81893,-95.05559,,TX-079907-079907123,65212.0
4686,4686,79907,FORT BEND ISD,79907124.0,MISSION GLEN EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,370,D,67,0.838,0.343,288.0,22.0,0.0,128.0,278.0,292.0,0.0,18.0,24.0,29.35,29.68079,-95.66842,,TX-079907-079907124,65212.0
4687,4687,79907,FORT BEND ISD,79907125.0,PECAN GROVE EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,759,C,76,0.332,0.141,224.0,29.0,10.0,128.0,158.0,420.0,0.0,64.0,746.0,46.84,29.63977,-95.73945,173281.0,TX-079907-079907125,65212.0
4688,4688,79907,FORT BEND ISD,79907126.0,AUSTIN PARKWAY EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Urban,709,B,87,0.258,0.275,158.0,25.0,8.0,646.0,234.0,194.0,4.0,100.0,236.0,43.75,29.57566,-95.58475,,TX-079907-079907126,65212.0
4689,4689,79907,FORT BEND ISD,79907127.0,BARRINGTON PLACE EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,384,C,78,0.612,0.424,217.0,18.0,10.0,340.0,128.0,188.0,0.0,16.0,86.0,28.07,29.65304,-95.60807,77647.0,TX-079907-079907127,65212.0
4690,4690,79907,FORT BEND ISD,79907128.0,COLONY MEADOWS EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Urban,642,A,93,0.218,0.235,123.0,17.0,10.0,638.0,76.0,174.0,0.0,94.0,294.0,37.03,29.58173,-95.63032,151087.0,TX-079907-079907128,65212.0
4691,4691,79907,FORT BEND ISD,79907129.0,MISSION WEST EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Rural,522,B,85,0.87,0.609,413.0,42.0,2.0,78.0,194.0,708.0,0.0,34.0,30.0,42.47,29.69339,-95.68815,107195.0,TX-079907-079907129,65212.0
4692,4692,79907,FORT BEND ISD,79907130.0,WALKER STATION EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,815,A,93,0.22,0.279,152.0,28.0,8.0,684.0,118.0,236.0,0.0,108.0,478.0,46.35,29.60082,-95.66848,150011.0,TX-079907-079907130,65212.0
4693,4693,79907,FORT BEND ISD,79907131.0,EDGAR GLOVER JR EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Suburban,379,D,68,0.871,0.074,307.0,24.0,4.0,20.0,552.0,148.0,2.0,26.0,8.0,29.1,29.59094,-95.53155,95901.0,TX-079907-079907131,65212.0
4694,4694,79907,FORT BEND ISD,79907132.0,LEXINGTON CREEK EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Suburban,520,B,87,0.425,0.269,199.0,22.0,4.0,326.0,284.0,148.0,2.0,62.0,216.0,36.11,29.59175,-95.58156,,TX-079907-079907132,65212.0
4695,4695,79907,FORT BEND ISD,79907133.0,ARIZONA FLEMING EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,503,D,63,0.851,0.527,398.0,31.0,2.0,158.0,184.0,610.0,0.0,26.0,28.0,37.5,29.67791,-95.64067,,TX-079907-079907133,65212.0
4696,4696,79907,FORT BEND ISD,79907134.0,WALTER MOSES BURTON EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,451,F,55,0.809,0.104,340.0,25.0,2.0,30.0,570.0,238.0,0.0,46.0,16.0,32.66,,,,TX-079907-079907134,65212.0
4697,4697,79907,FORT BEND ISD,79907135.0,COMMONWEALTH EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,954,A,96,0.114,0.214,90.0,19.0,8.0,1380.0,94.0,128.0,0.0,86.0,212.0,55.02,29.56074,-95.61636,199063.0,TX-079907-079907135,65212.0
4698,4698,79907,FORT BEND ISD,79907136.0,BRAZOS BEND EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Suburban,737,A,91,0.446,0.369,287.0,42.0,4.0,630.0,192.0,244.0,0.0,70.0,338.0,45.38,29.58833,-95.69787,,TX-079907-079907136,65212.0
4699,4699,79907,FORT BEND ISD,79907137.0,SIENNA CROSSING EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,928,A,93,0.182,0.098,143.0,26.0,10.0,434.0,344.0,316.0,4.0,124.0,642.0,60.26,29.5036,-95.5134,,TX-079907-079907137,65212.0
4700,4700,79907,FORT BEND ISD,79907138.0,OYSTER CREEK EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,,795,B,87,0.6,0.322,429.0,48.0,8.0,538.0,350.0,356.0,4.0,68.0,266.0,49.2,,,,TX-079907-079907138,65212.0
4701,4701,79907,FORT BEND ISD,79907139.0,LULA BELLE GOODMAN EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,,719,C,72,0.873,0.535,596.0,34.0,6.0,2.0,468.0,914.0,2.0,38.0,12.0,45.14,,,,TX-079907-079907139,65212.0
4702,4702,79907,FORT BEND ISD,79907140.0,RITA DRABEK EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,,669,B,86,0.599,0.565,364.0,37.0,12.0,720.0,226.0,166.0,0.0,44.0,170.0,43.25,,,,TX-079907-079907140,65212.0
4703,4703,79907,FORT BEND ISD,79907141.0,BARBARA JORDAN EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,492,C,78,0.766,0.323,356.0,21.0,4.0,178.0,364.0,332.0,0.0,44.0,62.0,28.59,32.70583,-96.84025,55583.0,TX-079907-079907141,65212.0
4704,4704,79907,FORT BEND ISD,79907141.0,BARBARA JORDAN EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,492,C,78,0.766,0.323,356.0,21.0,4.0,178.0,364.0,332.0,0.0,44.0,62.0,28.59,31.94676,-102.39761,97006.0,TX-079907-079907141,65212.0
4705,4705,79907,FORT BEND ISD,79907142.0,SCANLAN OAKS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,,1050,B,85,0.308,0.086,293.0,30.0,10.0,208.0,564.0,440.0,10.0,130.0,742.0,60.05,,,,TX-079907-079907142,65212.0
4706,4706,79907,FORT BEND ISD,79907143.0,MARY AUSTIN HOLLEY EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,,653,C,78,0.815,0.502,482.0,50.0,2.0,120.0,436.0,678.0,0.0,32.0,38.0,48.25,,,,TX-079907-079907143,65212.0
4707,4707,79907,FORT BEND ISD,79907144.0,DR LYNN ARMSTRONG EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,,438,C,77,0.95,0.541,402.0,14.0,4.0,14.0,182.0,646.0,2.0,18.0,10.0,40.31,,,,TX-079907-079907144,65212.0
4708,4708,79907,FORT BEND ISD,79907145.0,OAKLAND EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,,917,B,89,0.473,0.198,366.0,69.0,6.0,358.0,556.0,440.0,2.0,108.0,368.0,54.47,,,,TX-079907-079907145,65212.0
4709,4709,79907,FORT BEND ISD,79907146.0,ROSA PARKS EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,,648,F,59,0.761,0.127,445.0,49.0,6.0,24.0,808.0,394.0,0.0,40.0,30.0,40.83,,,,TX-079907-079907146,65212.0
4710,4710,79907,FORT BEND ISD,79907147.0,CORNERSTONE EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,933,A,94,0.133,0.242,110.0,14.0,4.0,1356.0,70.0,156.0,2.0,94.0,186.0,51.76,,,,TX-079907-079907147,65212.0
4711,4711,79907,FORT BEND ISD,79907148.0,JAN SCHIFF EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,870,B,86,0.303,0.138,219.0,45.0,12.0,640.0,544.0,176.0,2.0,98.0,270.0,48.88,,,,TX-079907-079907148,65212.0
4712,4712,79907,FORT BEND ISD,79907149.0,JUAN SEGUIN EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,Suburban,894,C,73,0.67,0.319,509.0,90.0,6.0,396.0,822.0,348.0,0.0,88.0,132.0,49.61,32.72593,-97.00079,,TX-079907-079907149,65212.0
4713,4713,79907,FORT BEND ISD,79907150.0,HERITAGE ROSE EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,1207,D,62,0.828,0.458,892.0,107.0,16.0,84.0,698.0,1452.0,0.0,70.0,98.0,73.28,,,,TX-079907-079907150,65212.0
4714,4714,79907,FORT BEND ISD,79907151.0,CAROLYN AND VERNON MADDEN EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,,969,A,94,0.253,0.376,215.0,30.0,14.0,1196.0,282.0,180.0,2.0,52.0,212.0,56.68,,,,TX-079907-079907151,65212.0
4715,4715,79907,FORT BEND ISD,79907152.0,ANNE MCCORMICK SULLIVAN EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,1217,A,94,0.141,0.202,148.0,23.0,20.0,1702.0,228.0,142.0,6.0,114.0,224.0,67.13,,,,TX-079907-079907152,65212.0
4716,4716,79907,FORT BEND ISD,79907153.0,DONALD LEONETTI EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,,1227,A,92,0.184,0.086,191.0,35.0,14.0,412.0,722.0,448.0,4.0,202.0,660.0,71.1,,,,TX-079907-079907153,65212.0
4717,4717,79907,FORT BEND ISD,79907154.0,JAMES C NEILL EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,,1073,C,74,0.361,0.2,316.0,71.0,10.0,682.0,540.0,440.0,8.0,106.0,366.0,62.89,,,,TX-079907-079907154,65212.0
4718,4718,79907,FORT BEND ISD,79907155.0,JAMES PATTERSON EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,771,C,74,0.698,0.268,464.0,74.0,4.0,344.0,716.0,354.0,4.0,52.0,68.0,49.31,,,,TX-079907-079907155,65212.0
4719,4719,79907,FORT BEND ISD,79907156.0,MALALA YOUSAFZAI,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,,1093,A,92,0.269,0.372,256.0,38.0,20.0,1552.0,214.0,148.0,2.0,36.0,214.0,60.15,,,,TX-079907-079907156,65212.0
4720,4720,79907,FORT BEND ISD,79907158.0,RIDGEMONT EARLY LITERACY CENTER,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 01,No,,463,C,79,0.94,0.449,410.0,25.0,4.0,0.0,322.0,558.0,0.0,20.0,22.0,42.74,,,,TX-079907-079907158,65212.0
4721,4721,79907,FORT BEND ISD,79907161.0,HUNTERS GLEN EARLY LITERACY CENTER,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 01,No,,289,C,79,0.913,0.145,246.0,19.0,2.0,10.0,404.0,130.0,0.0,26.0,8.0,18.35,,,,TX-079907-079907161,65212.0
4722,4722,79910,STAFFORD MSD,79910001.0,STAFFORD H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,,1063,C,74,0.72,0.194,730.0,35.0,6.0,106.0,918.0,1008.0,2.0,24.0,64.0,82.39,,,,TX-079910-079910001,63383.0
4723,4723,79910,STAFFORD MSD,79910003.0,STAFFORD STEM MAGNET ACADEMY,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,03 - 09,No,,233,A,97,0.356,0.193,73.0,10.0,2.0,234.0,128.0,56.0,0.0,26.0,20.0,18.45,,,,TX-079910-079910003,63383.0
4724,4724,79910,STAFFORD MSD,79910041.0,STAFFORD MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,,771,C,70,0.798,0.265,601.0,14.0,2.0,64.0,640.0,748.0,2.0,42.0,44.0,61.73,,,,TX-079910-079910041,63383.0
4725,4725,79910,STAFFORD MSD,79910101.0,STAFFORD ECC,REGION 04: HOUSTON,FORT BEND,Elementary,EE - KG,No,,496,C,72,0.921,0.282,424.0,33.0,2.0,38.0,442.0,474.0,0.0,12.0,24.0,28.23,,,,TX-079910-079910101,63383.0
4726,4726,79910,STAFFORD MSD,79910102.0,STAFFORD EL,REGION 04: HOUSTON,FORT BEND,Elementary,01 - 05,No,Rural,1077,D,65,0.822,0.275,860.0,25.0,8.0,82.0,806.0,1156.0,0.0,30.0,72.0,65.32,32.18123,-96.88009,,TX-079910-079910102,63383.0
4727,4727,80901,MOUNT VERNON ISD,80901001.0,MT VERNON H S,REGION 08: MT PLEASANT,FRANKLIN,High School,09 - 12,No,Rural,489,A,92,0.634,0.096,282.0,28.0,2.0,8.0,64.0,256.0,0.0,38.0,610.0,37.21,33.18864,-95.22312,55625.0,TX-080901-080901001,53688.0
4728,4728,80901,MOUNT VERNON ISD,80901041.0,MT VERNON MIDDLE,REGION 08: MT PLEASANT,FRANKLIN,Middle School,05 - 08,No,,472,B,82,0.716,0.153,312.0,26.0,2.0,6.0,28.0,262.0,0.0,48.0,598.0,35.64,,,,TX-080901-080901041,53688.0
4729,4729,80901,MOUNT VERNON ISD,80901103.0,MT VERNON EL,REGION 08: MT PLEASANT,FRANKLIN,Elementary,EE - 04,No,Rural,607,B,80,0.694,0.178,407.0,17.0,4.0,6.0,56.0,328.0,0.0,54.0,772.0,47.75,33.18864,-95.22312,55625.0,TX-080901-080901103,53688.0
4730,4730,81902,FAIRFIELD ISD,81902002.0,FAIRFIELD H S,REGION 12: WACO,FREESTONE,High School,09 - 12,No,Rural,483,A,90,0.518,0.05,228.0,27.0,6.0,8.0,120.0,254.0,2.0,44.0,544.0,45.54,31.7198,-96.13805,,TX-081902-081902002,53886.0
4731,4731,81902,FAIRFIELD ISD,81902041.0,FAIRFIELD J H,REGION 12: WACO,FREESTONE,Middle School,06 - 08,No,Rural,408,C,77,0.591,0.032,224.0,18.0,0.0,12.0,102.0,250.0,2.0,52.0,400.0,29.2,31.71976,-96.13786,,TX-081902-081902041,53886.0
4732,4732,81902,FAIRFIELD ISD,81902043.0,FAIRFIELD INT,REGION 12: WACO,FREESTONE,Elementary,03 - 05,No,,373,B,80,0.668,0.075,227.0,22.0,0.0,6.0,104.0,206.0,2.0,42.0,386.0,25.68,,,,TX-081902-081902043,53886.0
4733,4733,81902,FAIRFIELD ISD,81902101.0,FAIRFIELD EL,REGION 12: WACO,FREESTONE,Elementary,PK - 02,No,Rural,389,B,80,0.715,0.113,254.0,25.0,6.0,8.0,86.0,252.0,0.0,60.0,370.0,27.61,31.72654,-96.16319,,TX-081902-081902101,53886.0
4734,4734,81904,TEAGUE ISD,81904001.0,TEAGUE H S,REGION 12: WACO,FREESTONE,High School,09 - 12,No,Rural,394,A,93,0.556,0.051,215.0,4.0,0.0,6.0,76.0,226.0,0.0,32.0,448.0,33.36,31.62676,-96.27863,62574.0,TX-081904-081904001,53708.0
4735,4735,81904,TEAGUE ISD,81904003.0,TEAGUE LION ACADEMY,REGION 12: WACO,FREESTONE,High School,09 - 12,No,,19,B,81,0.842,0.053,16.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,26.0,2.0,,,,TX-081904-081904003,53708.0
4736,4736,81904,TEAGUE ISD,81904041.0,TEAGUE J H,REGION 12: WACO,FREESTONE,Middle School,05 - 08,No,Rural,334,C,79,0.626,0.111,203.0,6.0,0.0,4.0,78.0,208.0,2.0,26.0,350.0,25.26,31.62676,-96.27863,62574.0,TX-081904-081904041,53708.0
4737,4737,81904,TEAGUE ISD,81904102.0,TEAGUE EL,REGION 12: WACO,FREESTONE,Elementary,EE - 04,No,,466,B,86,0.689,0.157,309.0,12.0,0.0,2.0,96.0,330.0,0.0,36.0,472.0,30.72,,,,TX-081904-081904102,53708.0
4738,4738,81905,WORTHAM ISD,81905002.0,WORTHAM H S,REGION 12: WACO,FREESTONE,High School,09 - 12,No,Rural,175,B,80,0.503,0.046,78.0,10.0,0.0,0.0,60.0,66.0,0.0,12.0,212.0,19.31,31.78765,-96.46725,51157.0,TX-081905-081905002,50419.0
4739,4739,81905,WORTHAM ISD,81905041.0,WORTHAM MIDDLE,REGION 12: WACO,FREESTONE,Middle School,06 - 08,No,Rural,122,C,71,0.623,0.066,71.0,5.0,0.0,0.0,26.0,56.0,0.0,4.0,158.0,6.96,31.78765,-96.46725,51157.0,TX-081905-081905041,50419.0
4740,4740,81905,WORTHAM ISD,81905102.0,WORTHAM EL,REGION 12: WACO,FREESTONE,Elementary,PK - 05,No,Rural,254,C,71,0.606,0.13,144.0,10.0,0.0,0.0,40.0,152.0,0.0,20.0,298.0,17.73,31.78765,-96.46725,51157.0,TX-081905-081905102,50419.0
4741,4741,81906,DEW ISD,81906101.0,DEW SCHOOL,REGION 12: WACO,FREESTONE,Elementary,PK - 08,No,,137,C,79,0.635,0.044,79.0,8.0,0.0,2.0,16.0,46.0,0.0,8.0,202.0,19.31,,,,TX-081906-081906101,56156.0
4742,4742,82902,DILLEY ISD,82902001.0,DILLEY H S,REGION 20: SAN ANTONIO,FRIO,High School,09 - 12,No,Rural,280,C,74,0.771,0.043,216.0,0.0,0.0,0.0,2.0,522.0,0.0,0.0,36.0,26.95,28.67486,-99.17188,,TX-082902-082902001,52621.0
4743,4743,82902,DILLEY ISD,82902041.0,MARY HARPER MIDDLE,REGION 20: SAN ANTONIO,FRIO,Middle School,06 - 08,No,Rural,168,F,58,0.792,0.071,133.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,16.0,18.44,28.67192,-99.17192,,TX-082902-082902041,52621.0
4744,4744,82902,DILLEY ISD,82902101.0,DILLEY EL,REGION 20: SAN ANTONIO,FRIO,Elementary,PK - 05,No,Rural,449,F,55,0.851,0.047,383.0,0.0,0.0,6.0,2.0,836.0,0.0,2.0,56.0,27.79,28.67386,-99.17271,68333.0,TX-082902-082902101,52621.0
4745,4745,82903,PEARSALL ISD,82903001.0,PEARSALL H S,REGION 20: SAN ANTONIO,FRIO,High School,09 - 12,No,Rural,614,C,76,0.858,0.054,513.0,14.0,0.0,2.0,4.0,1150.0,2.0,0.0,70.0,41.51,28.90318,-99.08993,,TX-082903-082903001,53630.0
4746,4746,82903,PEARSALL ISD,82903003.0,ATASCOSA JUVENILE DETENTION CTR,REGION 20: SAN ANTONIO,FRIO,High School,09 - 12,No,Rural,8,Not Rated,.,0.75,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,,28.92032,-98.54783,,TX-082903-082903003,53630.0
4747,4747,82903,PEARSALL ISD,82903041.0,PEARSALL J H,REGION 20: SAN ANTONIO,FRIO,Middle School,06 - 08,No,Rural,453,D,63,0.804,0.062,352.0,13.0,0.0,0.0,0.0,872.0,0.0,0.0,42.0,31.17,28.89596,-99.0906,66250.0,TX-082903-082903041,53630.0
4748,4748,82903,PEARSALL ISD,82903103.0,PEARSALL INT,REGION 20: SAN ANTONIO,FRIO,Elementary,03 - 05,No,Rural,425,F,59,0.802,0.087,331.0,11.0,0.0,4.0,8.0,792.0,0.0,0.0,50.0,25.57,28.89719,-99.09126,,TX-082903-082903103,53630.0
4749,4749,82903,PEARSALL ISD,82903104.0,TED FLORES EL,REGION 20: SAN ANTONIO,FRIO,Elementary,EE - 02,No,Rural,518,F,59,0.905,0.062,458.0,13.0,2.0,2.0,4.0,990.0,0.0,4.0,38.0,28.74,28.90049,-99.0995,32500.0,TX-082903-082903104,53630.0
4750,4750,83901,SEAGRAVES ISD,83901001.0,SEAGRAVES SCHOOLS,REGION 17: LUBBOCK,GAINES,Elem/Secondary,EE - 12,No,,505,B,84,0.784,0.246,396.0,0.0,2.0,0.0,36.0,874.0,0.0,6.0,92.0,50.0,,,,TX-083901-083901001,57749.0
4751,4751,83902,LOOP ISD,83902001.0,LOOP SCHOOL,REGION 17: LUBBOCK,GAINES,Elem/Secondary,KG - 12,No,Rural,156,A,91,0.571,0.096,90.0,0.0,2.0,0.0,0.0,92.0,0.0,4.0,216.0,15.77,32.9017,-102.4095,,TX-083902-083902001,49746.0
4752,4752,83903,SEMINOLE ISD,83903001.0,SEMINOLE H S,REGION 17: LUBBOCK,GAINES,High School,09 - 12,No,Rural,784,B,84,0.478,0.138,329.0,46.0,4.0,6.0,16.0,904.0,2.0,4.0,632.0,73.81,32.72068,-102.66812,74399.0,TX-083903-083903001,59578.0
4753,4753,83903,SEMINOLE ISD,83903002.0,SEMINOLE SUCCESS CTR,REGION 17: LUBBOCK,GAINES,High School,09 - 12,No,Rural,49,A,93,0.347,0.143,17.0,0.0,0.0,0.0,0.0,52.0,2.0,4.0,40.0,4.87,32.71771,-102.64794,74399.0,TX-083903-083903002,59578.0
4754,4754,83903,SEMINOLE ISD,83903041.0,SEMINOLE J H,REGION 17: LUBBOCK,GAINES,Middle School,06 - 08,No,Rural,675,B,84,0.553,0.159,323.0,50.0,2.0,2.0,6.0,730.0,2.0,8.0,600.0,49.36,32.71776,-102.65137,,TX-083903-083903041,59578.0
4755,4755,83903,SEMINOLE ISD,83903101.0,SEMINOLE EL,REGION 17: LUBBOCK,GAINES,Elementary,04 - 05,No,Rural,448,B,86,0.618,0.232,229.0,49.0,0.0,10.0,4.0,484.0,0.0,4.0,396.0,32.14,32.71411,-102.64871,74399.0,TX-083903-083903101,59578.0
4756,4756,83903,SEMINOLE ISD,83903102.0,SEMINOLE PRI,REGION 17: LUBBOCK,GAINES,Elementary,02 - 03,No,Rural,462,C,78,0.66,0.221,248.0,57.0,0.0,4.0,8.0,514.0,2.0,12.0,384.0,33.49,32.71574,-102.65014,,TX-083903-083903102,59578.0
