,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID
5394,101859,STEP CHARTER SCHOOL,101859101.0,STEP CHARTER EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 08,Yes,,271,B,83,1.0,0.421,271.0,0.0,2.0,92.0,104.0,322.0,0.0,4.0,18.0,17.47,,,,TX-101859-101859101
5395,101859,STEP CHARTER SCHOOL,101859102.0,STEP CHARTER II,REGION 04: HOUSTON,HARRIS,Elementary,KG - 08,Yes,,298,D,68,1.0,0.614,298.0,0.0,4.0,4.0,102.0,476.0,0.0,4.0,6.0,17.24,,,,TX-101859-101859102
5396,101861,THE RHODES SCHOOL FOR PERFORMING ARTS,101861104.0,THE RHODES SCHOOL - NORTHSHORE CAMPUS,REGION 04: HOUSTON,HARRIS,Elementary,PK - 06,Yes,,213,F,59,0.892,0.066,152.0,38.0,6.0,0.0,322.0,62.0,0.0,6.0,30.0,20.61,,,,TX-101861-101861104
5397,101861,THE RHODES SCHOOL FOR PERFORMING ARTS,101861105.0,THE RHODES SCHOOL - HUMBLE,REGION 04: HOUSTON,HARRIS,Elementary,PK - 08,Yes,,377,C,77,0.833,0.037,264.0,50.0,2.0,2.0,664.0,56.0,0.0,18.0,12.0,27.88,,,,TX-101861-101861105
5398,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101862001.0,HARMONY SCIENCE ACADEMY-SUGAR LAND,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,Yes,,735,A,94,0.585,0.312,382.0,48.0,2.0,638.0,378.0,214.0,0.0,22.0,216.0,47.0,,,,TX-101862-101862001
5399,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101862002.0,HARMONY SCHOOL OF INNOVATION-SUGAR LAND,REGION 04: HOUSTON,HARRIS,High School,09 - 12,Yes,,830,A,94,0.527,0.202,357.0,80.0,6.0,650.0,352.0,312.0,2.0,28.0,310.0,56.05,,,,TX-101862-101862002
5400,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101862003.0,HARMONY SCIENCE ACADEMY-KATY,REGION 04: HOUSTON,HARRIS,Elementary,PK - 07,Yes,,1289,A,91,0.528,0.286,589.0,92.0,6.0,690.0,1064.0,332.0,4.0,28.0,454.0,79.06,,,,TX-101862-101862003
5401,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101862004.0,HARMONY SCIENCE ACADEMY- BEAUMONT,REGION 04: HOUSTON,HARRIS,Elem/Secondary,KG - 12,Yes,,622,A,92,0.688,0.215,389.0,39.0,4.0,142.0,470.0,396.0,2.0,38.0,192.0,46.62,,,,TX-101862-101862004
5402,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101862005.0,HARMONY SCHOOL OF INNOVATION - KATY,REGION 04: HOUSTON,HARRIS,High School,08 - 12,Yes,,590,A,96,0.537,0.169,259.0,58.0,0.0,294.0,396.0,246.0,6.0,30.0,208.0,45.12,,,,TX-101862-101862005
5403,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101862006.0,HARMONY SCHOOL OF EXCELLENCE - SUGAR LAND,REGION 04: HOUSTON,HARRIS,Elementary,KG - 08,Yes,,1339,A,92,0.612,0.32,726.0,94.0,4.0,1048.0,774.0,482.0,2.0,44.0,324.0,81.89,,,,TX-101862-101862006
5404,101864,THE LAWSON ACADEMY,101864041.0,THE LAWSON ACADEMY,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,Yes,,134,A,90,0.993,0.0,133.0,0.0,0.0,2.0,250.0,14.0,0.0,0.0,2.0,12.97,,,,TX-101864-101864041
5405,101868,THE PRO-VISION ACADEMY,101868001.0,THE PRO-VISION ACADEMY,REGION 04: HOUSTON,HARRIS,High School,09 - 12,Yes,,187,D,68,0.984,0.0,184.0,0.0,0.0,0.0,354.0,14.0,0.0,6.0,0.0,11.78,,,,TX-101868-101868001
5406,101868,THE PRO-VISION ACADEMY,101868002.0,PRO-VISION MIDDLE,REGION 04: HOUSTON,HARRIS,Elementary,03 - 08,Yes,,183,F,53,0.989,0.0,181.0,0.0,0.0,0.0,340.0,24.0,0.0,2.0,0.0,8.58,,,,TX-101868-101868002
5407,101870,BETA ACADEMY,101870001.0,BETA ACADEMY,REGION 04: HOUSTON,HARRIS,Elem/Secondary,05 - 12,Yes,,583,A,95,0.657,0.216,317.0,67.0,4.0,36.0,104.0,934.0,0.0,10.0,80.0,23.96,,,,TX-101870-101870001
5408,101870,BETA ACADEMY,101870002.0,BETA ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,Yes,,848,B,81,0.782,0.249,567.0,96.0,4.0,38.0,228.0,1250.0,0.0,14.0,162.0,39.85,,,,TX-101870-101870002
5409,101871,A+ UNLIMITED POTENTIAL,101871102.0,A+ UNLIMITED POTENTIAL - UNIVERSITY,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,Yes,,156,C,79,0.75,0.032,117.0,0.0,0.0,0.0,170.0,128.0,0.0,2.0,12.0,11.0,,,,TX-101871-101871102
5410,101872,ETOILE ACADEMY CHARTER SCHOOL,101872001.0,ETOILE ACADEMY CHARTER SCHOOL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 08,Yes,,512,D,67,0.973,0.682,488.0,10.0,2.0,264.0,94.0,646.0,0.0,2.0,16.0,37.41,,,,TX-101872-101872001
5411,101873,YELLOWSTONE COLLEGE PREPARATORY,101873001.0,YELLOWSTONE COLLEGE PREPARATORY,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,Yes,,199,F,55,0.97,0.0,183.0,10.0,4.0,0.0,380.0,10.0,0.0,4.0,0.0,14.79,,,,TX-101873-101873001
5412,101874,LEGACY SCHOOL OF SPORT SCIENCES,101874001.0,LEGACY SCHOOL OF SPORT SCIENCES,REGION 04: HOUSTON,HARRIS,Elem/Secondary,06 - 12,Yes,,447,F,53,0.716,0.031,,,0.0,0.0,604.0,220.0,0.0,28.0,42.0,27.87,,,,TX-101874-101874001
5413,101875,BLOOM ACADEMY CHARTER SCHOOL,101875001.0,BLOOM ACADEMY CHARTER SCHOOL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,Yes,,338,F,54,0.858,0.0,273.0,18.0,8.0,2.0,604.0,48.0,4.0,0.0,12.0,14.83,,,,TX-101875-101875001
5414,101876,REVE PREPARATORY CHARTER SCHOOL,101876001.0,REVE PREPARATORY CHARTER SCHOOL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 06,Yes,,230,F,46,0.817,0.191,185.0,3.0,2.0,0.0,314.0,134.0,0.0,6.0,4.0,12.94,,,,TX-101876-101876001
5415,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,101877001.0,ELEVATE COLLEGIATE,REGION 04: HOUSTON,HARRIS,Elementary,PK - 03,Yes,,117,D,67,0.889,0.009,93.0,11.0,0.0,0.0,184.0,42.0,0.0,2.0,6.0,6.7,,,,TX-101877-101877001
5416,101878,HOUSTON CLASSICAL CHARTER SCHOOL,101878001.0,HOUSTON CLASSICAL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 03,Yes,,185,B,83,0.703,0.146,122.0,8.0,0.0,26.0,184.0,132.0,2.0,8.0,18.0,11.29,,,,TX-101878-101878001
5417,101902,ALDINE ISD,101902001.0,ALDINE H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,2659,D,64,0.942,0.428,2431.0,77.0,8.0,28.0,362.0,4810.0,0.0,18.0,100.0,140.21,,,,TX-101902-101902001
5418,101902,ALDINE ISD,101902002.0,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,754,C,70,0.858,0.138,627.0,21.0,4.0,2.0,810.0,644.0,0.0,18.0,32.0,45.58,,,,TX-101902-101902002
5419,101902,ALDINE ISD,101902003.0,MACARTHUR H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Urban,3551,F,56,0.855,0.344,2946.0,103.0,16.0,12.0,344.0,6614.0,0.0,14.0,142.0,169.61,32.85365,-96.95465,,TX-101902-101902003
5420,101902,ALDINE ISD,101902003.0,MACARTHUR H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Urban,3551,F,56,0.855,0.344,2946.0,103.0,16.0,12.0,344.0,6614.0,0.0,14.0,142.0,169.61,29.52887,-98.44318,,TX-101902-101902003
5421,101902,ALDINE ISD,101902004.0,EISENHOWER H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,2829,F,53,0.829,0.359,2253.0,107.0,16.0,72.0,1358.0,4134.0,0.0,50.0,80.0,161.61,,,,TX-101902-101902004
5422,101902,ALDINE ISD,101902005.0,NIMITZ H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Urban,2771,D,68,0.851,0.177,2290.0,69.0,16.0,56.0,2418.0,2788.0,40.0,78.0,148.0,145.37,32.79384,-96.94698,,TX-101902-101902005
5423,101902,ALDINE ISD,101902008.0,VICTORY EARLY COLLEGE H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,405,A,97,0.854,0.114,330.0,16.0,4.0,10.0,164.0,604.0,2.0,4.0,22.0,15.64,,,,TX-101902-101902008
5424,101902,ALDINE ISD,101902012.0,DAVIS H S ALDINE,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,3069,F,58,0.886,0.325,2680.0,54.0,10.0,144.0,1692.0,4182.0,4.0,56.0,98.0,166.52,,,,TX-101902-101902012
5425,101902,ALDINE ISD,101902013.0,HALL SUCCESS ACADEMY,REGION 04: HOUSTON,HARRIS,High School,08 - 12,No,,182,C,77,0.945,0.192,178.0,5.0,2.0,0.0,186.0,188.0,0.0,6.0,4.0,20.39,,,,TX-101902-101902013
5426,101902,ALDINE ISD,101902014.0,BLANSON CTE H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,1299,A,93,0.878,0.176,1107.0,34.0,10.0,62.0,230.0,2250.0,2.0,6.0,38.0,66.26,,,,TX-101902-101902014
5427,101902,ALDINE ISD,101902015.0,AVALOS P-TECH SCHOOL,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,452,A,92,0.834,0.146,365.0,12.0,0.0,4.0,100.0,782.0,0.0,2.0,16.0,25.25,,,,TX-101902-101902015
5428,101902,ALDINE ISD,101902016.0,YOUNG WOMENS LEADERSHIP ACADEMY,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,,251,A,95,0.805,0.191,194.0,8.0,4.0,4.0,146.0,330.0,2.0,4.0,12.0,18.28,,,,TX-101902-101902016
5429,101902,ALDINE ISD,101902017.0,LA PROMESA,REGION 04: HOUSTON,HARRIS,High School,09 - 10,No,,254,A,92,0.957,1.0,243.0,0.0,4.0,4.0,0.0,492.0,0.0,2.0,6.0,19.82,,,,TX-101902-101902017
5430,101902,ALDINE ISD,101902041.0,ALDINE MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Suburban,785,F,59,0.908,0.504,695.0,18.0,2.0,0.0,312.0,1210.0,0.0,10.0,36.0,59.32,29.93339,-95.3555,,TX-101902-101902041
5431,101902,ALDINE ISD,101902042.0,DREW ACADEMY,REGION 04: HOUSTON,HARRIS,Middle School,07 - 08,No,Urban,382,F,53,0.906,0.207,334.0,12.0,2.0,2.0,410.0,328.0,0.0,16.0,6.0,30.93,29.86349,-95.44102,,TX-101902-101902042
5432,101902,ALDINE ISD,101902043.0,HAMBRICK MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Suburban,1021,D,60,0.929,0.532,922.0,26.0,8.0,0.0,128.0,1844.0,0.0,14.0,48.0,63.21,29.90237,-95.32573,,TX-101902-101902043
5433,101902,ALDINE ISD,101902044.0,STOVALL MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Urban,961,F,54,0.953,0.591,889.0,27.0,2.0,6.0,166.0,1720.0,0.0,4.0,24.0,60.89,29.91814,-95.40622,,TX-101902-101902044
5434,101902,ALDINE ISD,101902045.0,TEAGUE MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Suburban,1180,F,56,0.866,0.389,1002.0,20.0,14.0,20.0,806.0,1422.0,6.0,34.0,58.0,61.97,30.0279,-95.36354,,TX-101902-101902045
5435,101902,ALDINE ISD,101902046.0,HOFFMAN MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Urban,637,F,47,0.912,0.623,574.0,7.0,6.0,4.0,268.0,964.0,0.0,30.0,2.0,45.99,29.86554,-95.48056,,TX-101902-101902046
5436,101902,ALDINE ISD,101902047.0,SHOTWELL MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Suburban,1078,C,71,0.918,0.488,953.0,37.0,4.0,56.0,424.0,1616.0,0.0,26.0,30.0,69.48,29.92961,-95.4834,,TX-101902-101902047
5437,101902,ALDINE ISD,101902048.0,GRANTHAM ACADEMY,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Suburban,1162,F,56,0.937,0.577,1065.0,24.0,4.0,8.0,146.0,2120.0,0.0,16.0,30.0,69.91,29.90597,-95.36331,,TX-101902-101902048
5438,101902,ALDINE ISD,101902051.0,PLUMMER MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,,987,D,60,0.912,0.441,874.0,26.0,8.0,26.0,628.0,1264.0,0.0,28.0,20.0,60.68,,,,TX-101902-101902051
5439,101902,ALDINE ISD,101902052.0,LEWIS MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,,1089,F,57,0.936,0.585,1006.0,14.0,10.0,12.0,464.0,1640.0,2.0,12.0,40.0,64.98,,,,TX-101902-101902052
5440,101902,ALDINE ISD,101902053.0,GARCIA MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Urban,1054,D,67,0.898,0.447,918.0,28.0,6.0,48.0,436.0,1550.0,0.0,24.0,44.0,64.13,25.94531,-97.42981,,TX-101902-101902053
5441,101902,ALDINE ISD,101902054.0,JONES MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,,1347,F,56,0.863,0.249,1131.0,32.0,10.0,28.0,1164.0,1330.0,36.0,42.0,86.0,72.5,,,,TX-101902-101902054
5442,101902,ALDINE ISD,101902055.0,MEAD MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,,1012,D,67,0.927,0.497,916.0,22.0,10.0,0.0,64.0,1926.0,0.0,4.0,20.0,64.43,,,,TX-101902-101902055
5443,101902,ALDINE ISD,101902062.0,HOUSTON ACADEMY,REGION 04: HOUSTON,HARRIS,Middle School,05 - 06,No,Urban,369,C,75,0.93,0.255,335.0,8.0,6.0,0.0,412.0,294.0,0.0,14.0,12.0,32.28,29.87435,-95.44682,,TX-101902-101902062
5444,101902,ALDINE ISD,101902076.0,IMPACT LEADERSHIP ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,01 - 06,No,,126,B,80,0.905,0.397,112.0,2.0,0.0,0.0,108.0,132.0,0.0,4.0,8.0,22.0,,,,TX-101902-101902076
5445,101902,ALDINE ISD,101902098.0,HIGHPOINT,REGION 04: HOUSTON,HARRIS,High School,08 - 11,No,Urban,13,Not Rated,.,0.308,0.462,4.0,0.0,0.0,0.0,6.0,18.0,0.0,2.0,0.0,,29.8157,-95.3609,,TX-101902-101902098
5446,101902,ALDINE ISD,101902101.0,ANDERSON ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,01 - 04,No,Urban,677,D,69,0.939,0.269,623.0,13.0,4.0,2.0,714.0,566.0,0.0,50.0,18.0,37.31,29.86735,-95.42962,,TX-101902-101902101
5447,101902,ALDINE ISD,101902103.0,CARROLL EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Rural,625,D,69,0.952,0.698,578.0,17.0,2.0,0.0,18.0,1208.0,0.0,2.0,20.0,32.3,32.09159,-96.45027,,TX-101902-101902103
5448,101902,ALDINE ISD,101902104.0,REECE ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,PK - KG,No,Urban,411,D,69,0.959,0.243,379.0,15.0,2.0,10.0,484.0,302.0,0.0,20.0,4.0,30.0,29.87423,-95.44305,,TX-101902-101902104
5449,101902,ALDINE ISD,101902105.0,FRANCIS EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,825,B,81,0.966,0.229,782.0,16.0,4.0,4.0,980.0,590.0,12.0,36.0,26.0,41.24,,,,TX-101902-101902105
5450,101902,ALDINE ISD,101902106.0,GOODMAN EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,442,B,84,0.946,0.57,407.0,11.0,0.0,8.0,116.0,740.0,0.0,8.0,12.0,24.9,32.70214,-97.09042,,TX-101902-101902106
5451,101902,ALDINE ISD,101902107.0,CARTER ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,714,C,71,0.912,0.48,635.0,16.0,2.0,54.0,316.0,994.0,0.0,14.0,48.0,36.37,30.05885,-95.17925,,TX-101902-101902107
5452,101902,ALDINE ISD,101902108.0,LANE SCHOOL,REGION 04: HOUSTON,HARRIS,High School,07 - 12,No,Suburban,89,D,63,0.865,0.034,83.0,0.0,2.0,4.0,44.0,138.0,0.0,0.0,2.0,56.5,29.93324,-95.35549,,TX-101902-101902108
5453,101902,ALDINE ISD,101902110.0,WORSHAM EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,493,A,91,0.951,0.479,454.0,15.0,0.0,0.0,10.0,948.0,0.0,2.0,26.0,29.05,,,,TX-101902-101902110
5454,101902,ALDINE ISD,101902111.0,OLESON EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,450,C,75,0.96,0.653,417.0,15.0,0.0,0.0,30.0,840.0,0.0,4.0,26.0,27.21,,,,TX-101902-101902111
5455,101902,ALDINE ISD,101902112.0,ORANGE GROVE EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,581,D,64,0.955,0.642,542.0,13.0,0.0,0.0,28.0,1114.0,0.0,4.0,16.0,27.44,,,,TX-101902-101902112
5456,101902,ALDINE ISD,101902113.0,RAYMOND EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,434,F,57,0.956,0.737,404.0,11.0,0.0,12.0,0.0,830.0,0.0,6.0,20.0,28.69,,,,TX-101902-101902113
5457,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,29.66153,-95.57646,,TX-101902-101902114
5458,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,27.69303,-97.34861,,TX-101902-101902114
5459,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Rural,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,30.19913,-97.71158,,TX-101902-101902114
5460,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,29.83842,-95.46186,,TX-101902-101902114
5461,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,33.51431,-101.93361,,TX-101902-101902114
5462,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,33.5145,-101.933,,TX-101902-101902114
5463,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Rural,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,26.4686,-97.77872,,TX-101902-101902114
5464,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,29.41138,-98.45804,,TX-101902-101902114
5465,101902,ALDINE ISD,101902114.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Suburban,555,F,57,0.941,0.618,517.0,5.0,0.0,6.0,246.0,822.0,0.0,14.0,22.0,29.9,30.07011,-95.38012,,TX-101902-101902114
5466,101902,ALDINE ISD,101902115.0,ODOM EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,374,D,69,0.976,0.698,359.0,6.0,0.0,4.0,14.0,700.0,0.0,2.0,28.0,26.9,30.20541,-97.78947,,TX-101902-101902115
5467,101902,ALDINE ISD,101902116.0,JOHNSON EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,597,D,69,0.978,0.531,565.0,19.0,2.0,0.0,222.0,930.0,2.0,12.0,26.0,35.19,31.81944,-106.52612,,TX-101902-101902116
5468,101902,ALDINE ISD,101902116.0,JOHNSON EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Suburban,597,D,69,0.978,0.531,565.0,19.0,2.0,0.0,222.0,930.0,2.0,12.0,26.0,35.19,32.70012,-97.00958,,TX-101902-101902116
5469,101902,ALDINE ISD,101902117.0,THOMPSON EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,481,A,91,0.948,0.732,444.0,12.0,0.0,0.0,42.0,908.0,0.0,4.0,8.0,30.15,29.70443,-95.3666,,TX-101902-101902117
5470,101902,ALDINE ISD,101902118.0,SAMMONS EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,364,B,82,0.931,0.541,319.0,20.0,6.0,26.0,112.0,554.0,0.0,8.0,22.0,22.31,,,,TX-101902-101902118
5471,101902,ALDINE ISD,101902119.0,STEPHENS EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,509,C,78,0.959,0.57,473.0,15.0,2.0,0.0,20.0,960.0,0.0,2.0,34.0,30.35,,,,TX-101902-101902119
5472,101902,ALDINE ISD,101902121.0,ERMEL EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,449,C,76,0.924,0.619,394.0,21.0,8.0,2.0,90.0,772.0,0.0,10.0,16.0,30.22,,,,TX-101902-101902121
5473,101902,ALDINE ISD,101902122.0,CARMICHAEL EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,621,B,80,0.961,0.605,579.0,18.0,0.0,114.0,174.0,910.0,0.0,20.0,24.0,38.7,,,,TX-101902-101902122
5474,101902,ALDINE ISD,101902123.0,CONLEY EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,354,C,74,0.983,0.415,340.0,8.0,8.0,28.0,236.0,408.0,0.0,14.0,14.0,25.0,,,,TX-101902-101902123
5475,101902,ALDINE ISD,101902124.0,DUNN EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,768,F,54,0.888,0.484,661.0,21.0,4.0,8.0,372.0,1058.0,12.0,24.0,58.0,39.59,32.70972,-97.17738,,TX-101902-101902124
5476,101902,ALDINE ISD,101902125.0,GRAY EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,491,D,65,0.955,0.477,450.0,19.0,0.0,2.0,240.0,720.0,0.0,10.0,10.0,28.11,,,,TX-101902-101902125
5477,101902,ALDINE ISD,101902126.0,BLACK EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,552,F,59,0.966,0.808,517.0,16.0,0.0,4.0,46.0,1038.0,0.0,2.0,14.0,29.93,,,,TX-101902-101902126
5478,101902,ALDINE ISD,101902128.0,CALVERT EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,539,B,87,0.935,0.523,480.0,24.0,0.0,2.0,244.0,802.0,0.0,12.0,18.0,26.56,,,,TX-101902-101902128
5479,101902,ALDINE ISD,101902129.0,HARRIS EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,486,C,77,0.977,0.634,465.0,10.0,4.0,2.0,202.0,734.0,0.0,16.0,14.0,30.62,30.31536,-97.69094,,TX-101902-101902129
5480,101902,ALDINE ISD,101902130.0,KUJAWA EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,591,D,68,0.915,0.479,530.0,11.0,4.0,16.0,366.0,750.0,0.0,20.0,26.0,32.16,,,,TX-101902-101902130
5481,101902,ALDINE ISD,101902131.0,BUSSEY EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,508,B,81,0.953,0.752,474.0,10.0,0.0,6.0,12.0,964.0,0.0,6.0,28.0,30.13,,,,TX-101902-101902131
5482,101902,ALDINE ISD,101902132.0,SPENCE EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Suburban,609,F,59,0.952,0.53,568.0,12.0,2.0,4.0,394.0,780.0,2.0,14.0,22.0,29.37,29.9462,-95.4365,,TX-101902-101902132
5483,101902,ALDINE ISD,101902134.0,JONES EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Rural,721,C,71,0.864,0.287,591.0,32.0,2.0,20.0,552.0,762.0,14.0,28.0,64.0,34.81,29.31827,-100.41214,,TX-101902-101902134
5484,101902,ALDINE ISD,101902134.0,JONES EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,721,C,71,0.864,0.287,591.0,32.0,2.0,20.0,552.0,762.0,14.0,28.0,64.0,34.81,27.6724,-97.40298,,TX-101902-101902134
5485,101902,ALDINE ISD,101902134.0,JONES EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,721,C,71,0.864,0.287,591.0,32.0,2.0,20.0,552.0,762.0,14.0,28.0,64.0,34.81,32.34664,-95.3286,,TX-101902-101902134
5486,101902,ALDINE ISD,101902135.0,GREENSPOINT EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,713,B,80,0.968,0.585,679.0,11.0,0.0,6.0,374.0,1000.0,0.0,22.0,24.0,35.48,,,,TX-101902-101902135
5487,101902,ALDINE ISD,101902136.0,CYPRESSWOOD EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,766,C,72,0.877,0.312,653.0,19.0,0.0,22.0,586.0,792.0,26.0,46.0,62.0,31.9,,,,TX-101902-101902136
5488,101902,ALDINE ISD,101902137.0,ECKERT EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,527,F,56,0.985,0.567,514.0,5.0,0.0,0.0,294.0,724.0,0.0,20.0,16.0,27.42,,,,TX-101902-101902137
